Zip Code,City,State,County
13642,Gouverneur,NY,St. Lawrence County
13643,Great Bend,NY,Jefferson County
13645,Hailesboro,NY,St. Lawrence County
13646,Hammond,NY,St. Lawrence County
13647,Hannawa Falls,NY,St. Lawrence County
13648,Harrisville,NY,Lewis County
13649,Helena,NY,St. Lawrence County
13650,Henderson,NY,Jefferson County
13651,Henderson Harbor,NY,Jefferson County
13652,Hermon,NY,St. Lawrence County
13654,Heuvelton,NY,St. Lawrence County
13655,Hogansburg,NY,Franklin County
13656,La Fargeville,NY,Jefferson County
13657,Limerick,NY,Jefferson County
13658,Lisbon,NY,St. Lawrence County
13659,Lorraine,NY,Jefferson County
13660,Madrid,NY,St. Lawrence County
13661,Mannsville,NY,Jefferson County
13662,Massena,NY,St. Lawrence County
13664,Morristown,NY,St. Lawrence County
13665,Natural Bridge,NY,Jefferson County
13666,Newton Falls,NY,St. Lawrence County
13667,Norfolk,NY,St. Lawrence County
13668,Norwood,NY,St. Lawrence County
13669,Ogdensburg,NY,St. Lawrence County
13670,Oswegatchie,NY,St. Lawrence County
13671,Antwerp,NY,Jefferson County
13672,Parishville,NY,St. Lawrence County
13673,Philadelphia,NY,Jefferson County
13674,Pierrepont Manor,NY,Jefferson County
13675,Plessis,NY,Jefferson County
13676,Potsdam,NY,St. Lawrence County
13677,Pyrites,NY,St. Lawrence County
13678,Raymondville,NY,St. Lawrence County
13679,Redwood,NY,Jefferson County
13680,Rensselaer Falls,NY,St. Lawrence County
13681,Richville,NY,St. Lawrence County
13682,Rodman,NY,Jefferson County
13683,Rooseveltown,NY,St. Lawrence County
13684,Russell,NY,St. Lawrence County
13685,Sackets Harbor,NY,Jefferson County
13687,South Colton,NY,St. Lawrence County
13690,Star Lake,NY,St. Lawrence County
13691,Theresa,NY,Jefferson County
13692,Thousand Island Park,NY,Jefferson County
13693,Three Mile Bay,NY,Jefferson County
13694,Waddington,NY,St. Lawrence County
13695,Wanakena,NY,St. Lawrence County
13696,West Stockholm,NY,St. Lawrence County
13697,Winthrop,NY,St. Lawrence County
13699,Potsdam,NY,St. Lawrence County
13730,Afton,NY,Chenango County
13731,Andes,NY,Delaware County
13732,Apalachin,NY,Tioga County
13733,Bainbridge,NY,Chenango County
13734,Barton,NY,Tioga County
13736,Berkshire,NY,Tioga County
13737,Bible School Park,NY,Broome County
13738,Blodgett Mills,NY,Cortland County
13739,Bloomville,NY,Delaware County
13740,Bovina Center,NY,Delaware County
13743,Candor,NY,Tioga County
13744,Castle Creek,NY,Broome County
13745,Chenango Bridge,NY,Broome County
13746,Chenango Forks,NY,Broome County
13747,Colliersville,NY,Otsego County
13748,Conklin,NY,Broome County
13749,Corbettsville,NY,Broome County
13750,Davenport,NY,Delaware County
13751,Davenport Center,NY,Delaware County
13752,Delancey,NY,Delaware County
13753,Delhi,NY,Delaware County
13754,Deposit,NY,Broome County
13755,Downsville,NY,Delaware County
13756,East Branch,NY,Delaware County
13757,East Meredith,NY,Delaware County
13758,East Pharsalia,NY,Chenango County
13760,Endicott,NY,Broome County
13761,Endicott,NY,Broome County
13762,Endwell,NY,Broome County
13763,Endicott,NY,Broome County
13774,Fishs Eddy,NY,Delaware County
13775,Franklin,NY,Delaware County
13776,Gilbertsville,NY,Otsego County
13777,Glen Aubrey,NY,Broome County
13778,Greene,NY,Chenango County
13780,Guilford,NY,Chenango County
13782,Hamden,NY,Delaware County
13783,Hancock,NY,Delaware County
13784,Harford,NY,Cortland County
13786,Harpersfield,NY,Delaware County
13787,Harpursville,NY,Broome County
13788,Hobart,NY,Delaware County
13790,Johnson City,NY,Broome County
13794,Killawog,NY,Broome County
13795,Kirkwood,NY,Broome County
13796,Laurens,NY,Otsego County
13797,Lisle,NY,Broome County
13801,Mc Donough,NY,Chenango County
13802,Maine,NY,Broome County
13803,Marathon,NY,Cortland County
13804,Masonville,NY,Delaware County
13806,Meridale,NY,Delaware County
13807,Milford,NY,Otsego County
13808,Morris,NY,Otsego County
13809,Mount Upton,NY,Chenango County
13810,Mount Vision,NY,Otsego County
13811,Newark Valley,NY,Tioga County
13812,Nichols,NY,Tioga County
13813,Nineveh,NY,Broome County
13814,North Norwich,NY,Chenango County
13815,Norwich,NY,Chenango County
13820,Oneonta,NY,Otsego County
13825,Otego,NY,Otsego County
13826,Ouaquaga,NY,Broome County
13827,Owego,NY,Tioga County
13830,Oxford,NY,Chenango County
13832,Plymouth,NY,Chenango County
13833,Port Crane,NY,Broome County
13834,Portlandville,NY,Otsego County
13835,Richford,NY,Tioga County
13837,Shinhopple,NY,Delaware County
13838,Sidney,NY,Delaware County
13839,Sidney Center,NY,Delaware County
13840,Smithboro,NY,Tioga County
13841,Smithville Flats,NY,Chenango County
13842,South Kortright,NY,Delaware County
13843,South New Berlin,NY,Chenango County
13844,South Plymouth,NY,Chenango County
13845,Tioga Center,NY,Tioga County
13846,Treadwell,NY,Delaware County
13847,Trout Creek,NY,Delaware County
13848,Tunnel,NY,Broome County
13849,Unadilla,NY,Otsego County
13850,Vestal,NY,Broome County
13851,Vestal,NY,Broome County
13856,Walton,NY,Delaware County
13859,Wells Bridge,NY,Otsego County
13860,West Davenport,NY,Delaware County
13861,West Oneonta,NY,Otsego County
13862,Whitney Point,NY,Broome County
13863,Willet,NY,Cortland County
13864,Willseyville,NY,Tioga County
13865,Windsor,NY,Broome County
13901,Binghamton,NY,Broome County
13902,Binghamton,NY,Broome County
13903,Binghamton,NY,Broome County
13904,Binghamton,NY,Broome County
13905,Binghamton,NY,Broome County
14001,Akron,NY,Erie County
14004,Alden,NY,Erie County
14005,Alexander,NY,Genesee County
14006,Angola,NY,Erie County
14008,Appleton,NY,Niagara County
14009,Arcade,NY,Wyoming County
14010,Athol Springs,NY,Erie County
14011,Attica,NY,Wyoming County
14012,Barker,NY,Niagara County
14013,Basom,NY,Genesee County
14020,Batavia,NY,Genesee County
14021,Batavia,NY,Genesee County
14024,Bliss,NY,Wyoming County
14025,Boston,NY,Erie County
14026,Bowmansville,NY,Erie County
14027,Brant,NY,Erie County
14028,Burt,NY,Niagara County
14029,Centerville,NY,Allegany County
14030,Chaffee,NY,Erie County
14031,Clarence,NY,Erie County
14032,Clarence Center,NY,Erie County
14033,Colden,NY,Erie County
14034,Collins,NY,Erie County
14035,Collins Center,NY,Erie County
14036,Corfu,NY,Genesee County
14037,Cowlesville,NY,Wyoming County
14038,Crittenden,NY,Erie County
14039,Dale,NY,Wyoming County
14040,Darien Center,NY,Genesee County
14041,Dayton,NY,Cattaraugus County
14042,Delevan,NY,Cattaraugus County
14043,Depew,NY,Erie County
14047,Derby,NY,Erie County
14048,Dunkirk,NY,Chautauqua County
14051,East Amherst,NY,Erie County
14052,East Aurora,NY,Erie County
14054,East Bethany,NY,Genesee County
14055,East Concord,NY,Erie County
14056,East Pembroke,NY,Genesee County
14057,Eden,NY,Erie County
14058,Elba,NY,Genesee County
14059,Elma,NY,Erie County
14060,Farmersville Station,NY,Cattaraugus County
14061,Farnham,NY,Erie County
14062,Forestville,NY,Chautauqua County
14063,Fredonia,NY,Chautauqua County
14065,Freedom,NY,Cattaraugus County
14066,Gainesville,NY,Wyoming County
14067,Gasport,NY,Niagara County
14068,Getzville,NY,Erie County
14069,Glenwood,NY,Erie County
14070,Gowanda,NY,Cattaraugus County
14072,Grand Island,NY,Erie County
14075,Hamburg,NY,Erie County
14080,Holland,NY,Erie County
14081,Irving,NY,Erie County
14082,Java Center,NY,Wyoming County
14083,Java Village,NY,Wyoming County
14085,Lake View,NY,Erie County
14086,Lancaster,NY,Erie County
14091,Lawtons,NY,Erie County
14092,Lewiston,NY,Niagara County
14094,Lockport,NY,Niagara County
14095,Lockport,NY,Niagara County
14098,Lyndonville,NY,Orleans County
14101,Machias,NY,Cattaraugus County
14102,Marilla,NY,Erie County
14103,Medina,NY,Orleans County
14105,Middleport,NY,Niagara County
14107,Model City,NY,Niagara County
14108,Newfane,NY,Niagara County
14109,Niagara University,NY,Niagara County
14110,North Boston,NY,Erie County
14111,North Collins,NY,Erie County
14112,North Evans,NY,Erie County
14113,North Java,NY,Wyoming County
14120,North Tonawanda,NY,Niagara County
14125,Oakfield,NY,Genesee County
14126,Olcott,NY,Niagara County
14127,Orchard Park,NY,Erie County
14129,Perrysburg,NY,Cattaraugus County
14130,Pike,NY,Wyoming County
14131,Ransomville,NY,Niagara County
14132,Sanborn,NY,Niagara County
14133,Sandusky,NY,Cattaraugus County
14134,Sardinia,NY,Erie County
14135,Sheridan,NY,Chautauqua County
14136,Silver Creek,NY,Chautauqua County
14138,South Dayton,NY,Cattaraugus County
14139,South Wales,NY,Erie County
14140,Spring Brook,NY,Erie County
14141,Springville,NY,Erie County
14143,Stafford,NY,Genesee County
14144,Stella Niagara,NY,Niagara County
14145,Strykersville,NY,Wyoming County
14150,Tonawanda,NY,Erie County
14151,Tonawanda,NY,Erie County
14166,Van Buren Point,NY,Chautauqua County
14167,Varysburg,NY,Wyoming County
14168,Versailles,NY,Cattaraugus County
14169,Wales Center,NY,Erie County
14170,West Falls,NY,Erie County
14171,West Valley,NY,Cattaraugus County
14172,Wilson,NY,Niagara County
14173,Yorkshire,NY,Cattaraugus County
14174,Youngstown,NY,Niagara County
14201,Buffalo,NY,Erie County
14202,Buffalo,NY,Erie County
14203,Buffalo,NY,Erie County
14204,Buffalo,NY,Erie County
14205,Buffalo,NY,Erie County
14206,Buffalo,NY,Erie County
14207,Buffalo,NY,Erie County
14208,Buffalo,NY,Erie County
14209,Buffalo,NY,Erie County
14210,Buffalo,NY,Erie County
14211,Buffalo,NY,Erie County
14212,Buffalo,NY,Erie County
14213,Buffalo,NY,Erie County
14214,Buffalo,NY,Erie County
14215,Buffalo,NY,Erie County
14216,Buffalo,NY,Erie County
14217,Buffalo,NY,Erie County
14218,Buffalo,NY,Erie County
14219,Buffalo,NY,Erie County
14220,Buffalo,NY,Erie County
14221,Buffalo,NY,Erie County
14222,Buffalo,NY,Erie County
14223,Buffalo,NY,Erie County
14224,Buffalo,NY,Erie County
14225,Buffalo,NY,Erie County
14226,Buffalo,NY,Erie County
14227,Buffalo,NY,Erie County
14228,Buffalo,NY,Erie County
14231,Buffalo,NY,Erie County
14233,Buffalo,NY,Erie County
14240,Buffalo,NY,Erie County
14241,Buffalo,NY,Erie County
14260,Buffalo,NY,Erie County
14261,Buffalo,NY,Erie County
14263,Buffalo,NY,Erie County
14264,Buffalo,NY,Erie County
14265,Buffalo,NY,Erie County
14267,Buffalo,NY,Erie County
14269,Buffalo,NY,Erie County
14270,Buffalo,NY,Erie County
14272,Buffalo,NY,Erie County
14273,Buffalo,NY,Erie County
14276,Buffalo,NY,Erie County
14280,Buffalo,NY,Erie County
14301,Niagara Falls,NY,Niagara County
14302,Niagara Falls,NY,Niagara County
14303,Niagara Falls,NY,Niagara County
14304,Niagara Falls,NY,Niagara County
14305,Niagara Falls,NY,Niagara County
14410,Adams Basin,NY,Monroe County
14411,Albion,NY,Orleans County
14413,Alton,NY,Wayne County
14414,Avon,NY,Livingston County
14415,Bellona,NY,Yates County
14416,Bergen,NY,Genesee County
14418,Branchport,NY,Yates County
14420,Brockport,NY,Monroe County
14422,Byron,NY,Genesee County
14423,Caledonia,NY,Livingston County
14424,Canandaigua,NY,Ontario County
14425,Farmington,NY,Ontario County
14427,Castile,NY,Wyoming County
14428,Churchville,NY,Monroe County
14429,Clarendon,NY,Orleans County
14430,Clarkson,NY,Monroe County
14432,Clifton Springs,NY,Ontario County
14433,Clyde,NY,Wayne County
14435,Conesus,NY,Livingston County
14437,Dansville,NY,Livingston County
14441,Dresden,NY,Yates County
14443,East Bloomfield,NY,Ontario County
14445,East Rochester,NY,Monroe County
14449,East Williamson,NY,Wayne County
14450,Fairport,NY,Monroe County
14452,Fancher,NY,Orleans County
14453,Fishers,NY,Ontario County
14454,Geneseo,NY,Livingston County
14456,Geneva,NY,Ontario County
14461,Gorham,NY,Ontario County
14462,Groveland,NY,Livingston County
14463,Hall,NY,Ontario County
14464,Hamlin,NY,Monroe County
14466,Hemlock,NY,Ontario County
14467,Henrietta,NY,Monroe County
14468,Hilton,NY,Monroe County
14469,Bloomfield,NY,Ontario County
14470,Holley,NY,Orleans County
14471,Honeoye,NY,Ontario County
14472,Honeoye Falls,NY,Monroe County
14475,Ionia,NY,Ontario County
14476,Kendall,NY,Orleans County
14477,Kent,NY,Orleans County
14478,Keuka Park,NY,Yates County
14479,Knowlesville,NY,Orleans County
14480,Lakeville,NY,Livingston County
14481,Leicester,NY,Livingston County
14482,Le Roy,NY,Genesee County
14485,Lima,NY,Livingston County
14486,Linwood,NY,Livingston County
14487,Livonia,NY,Livingston County
14488,Livonia Center,NY,Livingston County
14489,Lyons,NY,Wayne County
14502,Macedon,NY,Wayne County
14504,Manchester,NY,Ontario County
14505,Marion,NY,Wayne County
14506,Mendon,NY,Monroe County
14507,Middlesex,NY,Yates County
14508,Morton,NY,Orleans County
14510,Mount Morris,NY,Livingston County
14511,Mumford,NY,Monroe County
14512,Naples,NY,Ontario County
14513,Newark,NY,Wayne County
14514,North Chili,NY,Monroe County
14515,North Greece,NY,Monroe County
14516,North Rose,NY,Wayne County
14517,Nunda,NY,Livingston County
14518,Oaks Corners,NY,Ontario County
14519,Ontario,NY,Wayne County
14520,Ontario Center,NY,Wayne County
14521,Ovid,NY,Seneca County
14522,Palmyra,NY,Wayne County
14525,Pavilion,NY,Genesee County
14526,Penfield,NY,Monroe County
14527,Penn Yan,NY,Yates County
14529,Perkinsville,NY,Steuben County
14530,Perry,NY,Wyoming County
14532,Phelps,NY,Ontario County
14533,Piffard,NY,Livingston County
14534,Pittsford,NY,Monroe County
14536,Portageville,NY,Wyoming County
14537,Port Gibson,NY,Ontario County
14538,Pultneyville,NY,Wayne County
14539,Retsof,NY,Livingston County
14541,Romulus,NY,Seneca County
14542,Rose,NY,Wayne County
14543,Rush,NY,Monroe County
14544,Rushville,NY,Yates County
14545,Scottsburg,NY,Livingston County
14546,Scottsville,NY,Monroe County
14547,Seneca Castle,NY,Ontario County
14548,Shortsville,NY,Ontario County
14549,Silver Lake,NY,Wyoming County
14550,Silver Springs,NY,Wyoming County
14551,Sodus,NY,Wayne County
14555,Sodus Point,NY,Wayne County
14556,Sonyea,NY,Livingston County
14557,South Byron,NY,Genesee County
14558,South Lima,NY,Livingston County
14559,Spencerport,NY,Monroe County
14560,Springwater,NY,Livingston County
14561,Stanley,NY,Ontario County
14563,Union Hill,NY,Wayne County
14564,Victor,NY,Ontario County
14568,Walworth,NY,Wayne County
14569,Warsaw,NY,Wyoming County
14571,Waterport,NY,Orleans County
14572,Wayland,NY,Steuben County
14580,Webster,NY,Monroe County
14585,West Bloomfield,NY,Ontario County
14586,West Henrietta,NY,Monroe County
14588,Willard,NY,Seneca County
14589,Williamson,NY,Wayne County
14590,Wolcott,NY,Wayne County
14591,Wyoming,NY,Wyoming County
14592,York,NY,Livingston County
14602,Rochester,NY,Monroe County
14603,Rochester,NY,Monroe County
14604,Rochester,NY,Monroe County
14605,Rochester,NY,Monroe County
14606,Rochester,NY,Monroe County
14607,Rochester,NY,Monroe County
14608,Rochester,NY,Monroe County
14609,Rochester,NY,Monroe County
14610,Rochester,NY,Monroe County
14611,Rochester,NY,Monroe County
14612,Rochester,NY,Monroe County
14613,Rochester,NY,Monroe County
14614,Rochester,NY,Monroe County
14615,Rochester,NY,Monroe County
14616,Rochester,NY,Monroe County
14617,Rochester,NY,Monroe County
14618,Rochester,NY,Monroe County
14619,Rochester,NY,Monroe County
14620,Rochester,NY,Monroe County
14621,Rochester,NY,Monroe County
14622,Rochester,NY,Monroe County
14623,Rochester,NY,Monroe County
14624,Rochester,NY,Monroe County
14625,Rochester,NY,Monroe County
14626,Rochester,NY,Monroe County
14627,Rochester,NY,Monroe County
14638,Rochester,NY,Monroe County
14639,Rochester,NY,Monroe County
14642,Rochester,NY,Monroe County
14643,Rochester,NY,Monroe County
14644,Rochester,NY,Monroe County
14645,Rochester,NY,Monroe County
14646,Rochester,NY,Monroe County
14647,Rochester,NY,Monroe County
14649,Rochester,NY,Monroe County
14650,Rochester,NY,Monroe County
14651,Rochester,NY,Monroe County
14652,Rochester,NY,Monroe County
14653,Rochester,NY,Monroe County
14664,Rochester,NY,Monroe County
14673,Rochester,NY,Monroe County
14683,Rochester,NY,Monroe County
14692,Rochester,NY,Monroe County
14694,Rochester,NY,Monroe County
14701,Jamestown,NY,Chautauqua County
14702,Jamestown,NY,Chautauqua County
14706,Allegany,NY,Cattaraugus County
14707,Allentown,NY,Allegany County
14708,Alma,NY,Allegany County
14709,Angelica,NY,Allegany County
14710,Ashville,NY,Chautauqua County
14711,Belfast,NY,Allegany County
14712,Bemus Point,NY,Chautauqua County
14714,Black Creek,NY,Allegany County
14715,Bolivar,NY,Allegany County
14716,Brocton,NY,Chautauqua County
14717,Caneadea,NY,Allegany County
14718,Cassadaga,NY,Chautauqua County
14719,Cattaraugus,NY,Cattaraugus County
14720,Celoron,NY,Chautauqua County
14721,Ceres,NY,Allegany County
14722,Chautauqua,NY,Chautauqua County
14723,Cherry Creek,NY,Chautauqua County
14724,Clymer,NY,Chautauqua County
14726,Conewango Valley,NY,Cattaraugus County
14727,Cuba,NY,Allegany County
14728,Dewittville,NY,Chautauqua County
14729,East Otto,NY,Cattaraugus County
14730,East Randolph,NY,Cattaraugus County
14731,Ellicottville,NY,Cattaraugus County
14732,Ellington,NY,Chautauqua County
14733,Falconer,NY,Chautauqua County
14735,Fillmore,NY,Allegany County
14736,Findley Lake,NY,Chautauqua County
14737,Franklinville,NY,Cattaraugus County
14738,Frewsburg,NY,Chautauqua County
14739,Friendship,NY,Allegany County
14740,Gerry,NY,Chautauqua County
14741,Great Valley,NY,Cattaraugus County
14742,Greenhurst,NY,Chautauqua County
14743,Hinsdale,NY,Cattaraugus County
14744,Houghton,NY,Allegany County
14745,Hume,NY,Allegany County
14747,Kennedy,NY,Chautauqua County
14748,Kill Buck,NY,Cattaraugus County
14750,Lakewood,NY,Chautauqua County
14751,Leon,NY,Cattaraugus County
14752,Lily Dale,NY,Chautauqua County
14753,Limestone,NY,Cattaraugus County
14754,Little Genesee,NY,Allegany County
14755,Little Valley,NY,Cattaraugus County
14756,Maple Springs,NY,Chautauqua County
14757,Mayville,NY,Chautauqua County
14758,Niobe,NY,Chautauqua County
14760,Olean,NY,Cattaraugus County
14766,Otto,NY,Cattaraugus County
14767,Panama,NY,Chautauqua County
14769,Portland,NY,Chautauqua County
14770,Portville,NY,Cattaraugus County
14772,Randolph,NY,Cattaraugus County
14774,Richburg,NY,Allegany County
14775,Ripley,NY,Chautauqua County
14777,Rushford,NY,Allegany County
14778,Saint Bonaventure,NY,Cattaraugus County
14779,Salamanca,NY,Cattaraugus County
14781,Sherman,NY,Chautauqua County
14782,Sinclairville,NY,Chautauqua County
14783,Steamburg,NY,Cattaraugus County
14784,Stockton,NY,Chautauqua County
14785,Stow,NY,Chautauqua County
14786,West Clarksville,NY,Allegany County
14787,Westfield,NY,Chautauqua County
14788,Westons Mills,NY,Cattaraugus County
14801,Addison,NY,Steuben County
14802,Alfred,NY,Allegany County
14803,Alfred Station,NY,Allegany County
14804,Almond,NY,Allegany County
14805,Alpine,NY,Schuyler County
14806,Andover,NY,Allegany County
14807,Arkport,NY,Steuben County
14808,Atlanta,NY,Steuben County
14809,Avoca,NY,Steuben County
14810,Bath,NY,Steuben County
14812,Beaver Dams,NY,Schuyler County
14813,Belmont,NY,Allegany County
14814,Big Flats,NY,Chemung County
14815,Bradford,NY,Schuyler County
14816,Breesport,NY,Chemung County
14817,Brooktondale,NY,Tompkins County
14818,Burdett,NY,Schuyler County
14819,Cameron,NY,Steuben County
14820,Cameron Mills,NY,Steuben County
14821,Campbell,NY,Steuben County
14822,Canaseraga,NY,Allegany County
14823,Canisteo,NY,Steuben County
14824,Cayuta,NY,Schuyler County
14825,Chemung,NY,Chemung County
14826,Cohocton,NY,Steuben County
14827,Coopers Plains,NY,Steuben County
14830,Corning,NY,Steuben County
14831,Corning,NY,Steuben County
14836,Dalton,NY,Livingston County
14837,Dundee,NY,Yates County
14838,Erin,NY,Chemung County
14839,Greenwood,NY,Steuben County
14840,Hammondsport,NY,Steuben County
14841,Hector,NY,Schuyler County
14842,Himrod,NY,Yates County
14843,Hornell,NY,Steuben County
14845,Horseheads,NY,Chemung County
14846,Hunt,NY,Livingston County
14847,Interlaken,NY,Seneca County
14850,Ithaca,NY,Tompkins County
14851,Ithaca,NY,Tompkins County
14852,Ithaca,NY,Tompkins County
14853,Ithaca,NY,Tompkins County
14854,Jacksonville,NY,Tompkins County
14855,Jasper,NY,Steuben County
14856,Kanona,NY,Steuben County
14857,Lakemont,NY,Yates County
14858,Lindley,NY,Steuben County
14859,Lockwood,NY,Tioga County
14860,Lodi,NY,Seneca County
14861,Lowman,NY,Chemung County
14863,Mecklenburg,NY,Schuyler County
14864,Millport,NY,Chemung County
14865,Montour Falls,NY,Schuyler County
14867,Newfield,NY,Tompkins County
14869,Odessa,NY,Schuyler County
14870,Painted Post,NY,Steuben County
14871,Pine City,NY,Chemung County
14872,Pine Valley,NY,Chemung County
14873,Prattsburgh,NY,Steuben County
14874,Pulteney,NY,Steuben County
14876,Reading Center,NY,Schuyler County
14877,Rexville,NY,Steuben County
14878,Rock Stream,NY,Schuyler County
14879,Savona,NY,Steuben County
14880,Scio,NY,Allegany County
14881,Slaterville Springs,NY,Tompkins County
14882,Lansing,NY,Tompkins County
14883,Spencer,NY,Tioga County
14884,Swain,NY,Allegany County
14885,Troupsburg,NY,Steuben County
14886,Trumansburg,NY,Tompkins County
14887,Tyrone,NY,Schuyler County
14889,Van Etten,NY,Chemung County
14891,Watkins Glen,NY,Schuyler County
14892,Waverly,NY,Tioga County
14893,Wayne,NY,Steuben County
14894,Wellsburg,NY,Chemung County
14895,Wellsville,NY,Allegany County
14897,Whitesville,NY,Allegany County
14898,Woodhull,NY,Steuben County
14901,Elmira,NY,Chemung County
14902,Elmira,NY,Chemung County
14903,Elmira,NY,Chemung County
14904,Elmira,NY,Chemung County
14905,Elmira,NY,Chemung County
14925,Elmira,NY,Chemung County
